payment_id,booking_id,payment_status,paid_amount
P36939,B36939,Paid,29412
P36940,B36940,Paid,12546
P36941,B36941,Paid,23697
P36942,B36942,Paid,19929
P36943,B36943,Paid,11554
P36944,B36944,Paid,8546
P36945,B36945,Paid,21756
P36946,B36946,Paid,22198
P36947,B36947,Paid,22224
P36948,B36948,Paid,22506
P36949,B36949,Paid,38274
P36950,B36950,Refunded,0
P36951,B36951,Paid,7190
P36952,B36952,Paid,6145
P36953,B36953,Paid,25716
P36954,B36954,Paid,13824
P36955,B36955,Paid,26354
P36956,B36956,Refunded,0
P36957,B36957,Refunded,0
P36958,B36958,Paid,18322
P36959,B36959,Paid,13786
P36960,B36960,Refunded,0
P36961,B36961,Refunded,0
P36962,B36962,Paid,23716
P36963,B36963,Paid,11876
P36964,B36964,Refunded,0
P36965,B36965,Paid,18252
P36966,B36966,Paid,23028
P36967,B36967,Paid,26144
P36968,B36968,Paid,8603
P36969,B36969,Paid,13312
P36970,B36970,Paid,25998
P36971,B36971,Paid,7356
P36972,B36972,Paid,31863
P36973,B36973,Paid,11536
P36974,B36974,Paid,7203
P36975,B36975,Paid,42792
P36976,B36976,Paid,13049
P36977,B36977,Paid,22704
P36978,B36978,Paid,19806
P36979,B36979,Paid,10997
P36980,B36980,Paid,9843
P36981,B36981,Paid,21020
P36982,B36982,Paid,22701
P36983,B36983,Paid,5434
P36984,B36984,Refunded,0
P36985,B36985,Paid,42448
P36986,B36986,Paid,7844
P36987,B36987,Refunded,0
P36988,B36988,Paid,39312
P36989,B36989,Paid,44812
P36990,B36990,Paid,16200
P36991,B36991,Paid,6097
P36992,B36992,Paid,26040
P36993,B36993,Paid,39208
P36994,B36994,Refunded,0
P36995,B36995,Paid,19162
P36996,B36996,Paid,6757
P36997,B36997,Paid,12368
P36998,B36998,Paid,20828
P36999,B36999,Paid,11747
P37000,B37000,Paid,48200
P37001,B37001,Paid,36084
P37002,B37002,Paid,16341
P37003,B37003,Paid,37348
P37004,B37004,Paid,38076
P37005,B37005,Paid,5495
P37006,B37006,Paid,50840
P37007,B37007,Paid,41620
P37008,B37008,Paid,26658
P37009,B37009,Paid,50772
P37010,B37010,Paid,25896
P37011,B37011,Paid,18914
P37012,B37012,Paid,20608
P37013,B37013,Paid,25576
P37014,B37014,Paid,22060
P37015,B37015,Paid,36568
P37016,B37016,Paid,13332
P37017,B37017,Paid,16494
P37018,B37018,Paid,10292
P37019,B37019,Paid,9314
P37020,B37020,Paid,22626
P37021,B37021,Paid,17762
P37022,B37022,Paid,37592
P37023,B37023,Paid,23048
P37024,B37024,Paid,18050
P37025,B37025,Paid,15854
P37026,B37026,Paid,9362
P37027,B37027,Paid,37734
P37028,B37028,Refunded,0
P37029,B37029,Paid,11412
P37030,B37030,Paid,34062
P37031,B37031,Paid,12150
P37032,B37032,Paid,21292
P37033,B37033,Paid,20520
P37034,B37034,Paid,17106
P37035,B37035,Paid,35044
P37036,B37036,Paid,8600
P37037,B37037,Paid,16278
P37038,B37038,Paid,19344
P37039,B37039,Paid,24274
P37040,B37040,Refunded,0
P37041,B37041,Paid,8335
P37042,B37042,Paid,19764
P37043,B37043,Paid,19468
P37044,B37044,Paid,15114
P37045,B37045,Paid,45264
P37046,B37046,Paid,22078
P37047,B37047,Paid,17142
P37048,B37048,Paid,33632
P37049,B37049,Paid,44536
P37050,B37050,Paid,7906
P37051,B37051,Paid,12778
P37052,B37052,Paid,11219
P37053,B37053,Paid,21964
P37054,B37054,Paid,26940
P37055,B37055,Paid,13546
P37056,B37056,Refunded,0
P37057,B37057,Paid,16024
P37058,B37058,Paid,6373
P37059,B37059,Paid,33306
P37060,B37060,Paid,22392
P37061,B37061,Paid,18750
P37062,B37062,Paid,37164
P37063,B37063,Paid,45628
P37064,B37064,Paid,38613
P37065,B37065,Paid,25920
P37066,B37066,Paid,11006
P37067,B37067,Paid,13732
P37068,B37068,Paid,40036
P37069,B37069,Paid,8940
P37070,B37070,Paid,8284
P37071,B37071,Paid,15602
P37072,B37072,Paid,25500
P37073,B37073,Paid,13996
P37074,B37074,Paid,21916
P37075,B37075,Paid,5962
P37076,B37076,Paid,10387
P37077,B37077,Paid,12509
P37078,B37078,Paid,21094
P37079,B37079,Paid,23174
P37080,B37080,Paid,32024
P37081,B37081,Paid,39508
P37082,B37082,Paid,20334
P37083,B37083,Paid,9116
P37084,B37084,Paid,9240
P37085,B37085,Paid,24504
P37086,B37086,Paid,21834
P37087,B37087,Paid,9023
P37088,B37088,Paid,19110
P37089,B37089,Paid,32712
P37090,B37090,Paid,9587
P37091,B37091,Paid,17370
P37092,B37092,Paid,16442
P37093,B37093,Paid,17604
P37094,B37094,Paid,33945
P37095,B37095,Paid,24710
P37096,B37096,Paid,25935
P37097,B37097,Paid,23166
P37098,B37098,Paid,22350
P37099,B37099,Refunded,0
P37100,B37100,Refunded,0
P37101,B37101,Paid,9344
P37102,B37102,Paid,10266
P37103,B37103,Refunded,0
P37104,B37104,Paid,27309
P37105,B37105,Refunded,0
P37106,B37106,Paid,15722
P37107,B37107,Paid,22724
P37108,B37108,Paid,28608
P37109,B37109,Refunded,0
P37110,B37110,Paid,22048
P37111,B37111,Refunded,0
P37112,B37112,Paid,11532
P37113,B37113,Paid,5526
P37114,B37114,Paid,8602
P37115,B37115,Paid,22518
P37116,B37116,Refunded,0
P37117,B37117,Paid,13030
P37118,B37118,Paid,5542
P37119,B37119,Paid,5612
P37120,B37120,Paid,7825
P37121,B37121,Paid,14368
P37122,B37122,Paid,21144
P37123,B37123,Paid,46908
P37124,B37124,Paid,26740
P37125,B37125,Paid,31833
P37126,B37126,Paid,22624
P37127,B37127,Paid,24357
P37128,B37128,Paid,15086
P37129,B37129,Refunded,0
P37130,B37130,Paid,7760
P37131,B37131,Paid,9002
P37132,B37132,Paid,23986
P37133,B37133,Paid,31767
P37134,B37134,Paid,25260
P37135,B37135,Paid,17890
P37136,B37136,Paid,32325
P37137,B37137,Paid,7464
P37138,B37138,Paid,34077
P37139,B37139,Paid,9340
P37140,B37140,Paid,18288
P37141,B37141,Refunded,0
P37142,B37142,Paid,37768
P37143,B37143,Paid,13882
P37144,B37144,Paid,16800
P37145,B37145,Refunded,0
P37146,B37146,Paid,39916
P37147,B37147,Refunded,0
P37148,B37148,Paid,24356
P37149,B37149,Paid,6496
P37150,B37150,Refunded,0
P37151,B37151,Paid,5916
P37152,B37152,Paid,19176
P37153,B37153,Paid,6875
P37154,B37154,Paid,12170
P37155,B37155,Paid,24016
P37156,B37156,Paid,10767
P37157,B37157,Paid,36844
P37158,B37158,Paid,36402
P37159,B37159,Paid,41512
P37160,B37160,Paid,26691
P37161,B37161,Paid,19050
P37162,B37162,Paid,6322
P37163,B37163,Refunded,0
P37164,B37164,Paid,41544
P37165,B37165,Paid,34182
P37166,B37166,Refunded,0
P37167,B37167,Paid,21066
P37168,B37168,Paid,21848
P37169,B37169,Paid,10253
P37170,B37170,Paid,29454
P37171,B37171,Paid,18718
P37172,B37172,Refunded,0
P37173,B37173,Paid,45200
P37174,B37174,Paid,5592
P37175,B37175,Paid,9273
P37176,B37176,Paid,21918
P37177,B37177,Paid,10001
P37178,B37178,Paid,23550
P37179,B37179,Paid,23488
P37180,B37180,Paid,47204
P37181,B37181,Paid,45804
P37182,B37182,Paid,12161
P37183,B37183,Paid,27162
P37184,B37184,Paid,30189
P37185,B37185,Paid,31504
P37186,B37186,Paid,7332
P37187,B37187,Paid,37424
P37188,B37188,Paid,9567
P37189,B37189,Paid,11256
P37190,B37190,Paid,13876
P37191,B37191,Paid,8943
P37192,B37192,Paid,23763
P37193,B37193,Paid,12502
P37194,B37194,Paid,8294
P37195,B37195,Paid,17130
P37196,B37196,Paid,6798
P37197,B37197,Paid,10237
P37198,B37198,Paid,27345
P37199,B37199,Paid,32840
P37200,B37200,Paid,15222
P37201,B37201,Paid,17242
P37202,B37202,Refunded,0
P37203,B37203,Paid,14894
P37204,B37204,Paid,10884
P37205,B37205,Refunded,0
P37206,B37206,Paid,26175
P37207,B37207,Paid,14304
P37208,B37208,Refunded,0
P37209,B37209,Paid,38253
P37210,B37210,Paid,35904
P37211,B37211,Paid,26688
P37212,B37212,Paid,21820
P37213,B37213,Paid,41364
P37214,B37214,Paid,42756
P37215,B37215,Paid,22556
P37216,B37216,Paid,13452
P37217,B37217,Paid,21945
P37218,B37218,Paid,18195
P37219,B37219,Paid,30764
P37220,B37220,Paid,33656
P37221,B37221,Refunded,0
P37222,B37222,Paid,27540
P37223,B37223,Paid,26649
P37224,B37224,Paid,15760
P37225,B37225,Paid,10642
P37226,B37226,Refunded,0
P37227,B37227,Paid,10764
P37228,B37228,Paid,22083
P37229,B37229,Paid,9397
P37230,B37230,Paid,41316
P37231,B37231,Refunded,0
P37232,B37232,Paid,24484
P37233,B37233,Paid,25881
P37234,B37234,Paid,39976
P37235,B37235,Paid,17958
P37236,B37236,Paid,20146
P37237,B37237,Paid,37464
P37238,B37238,Paid,10622
P37239,B37239,Paid,22408
P37240,B37240,Paid,11721
P37241,B37241,Paid,11258
P37242,B37242,Paid,24510
P37243,B37243,Paid,50564
P37244,B37244,Refunded,0
P37245,B37245,Paid,26097
P37246,B37246,Paid,22028
P37247,B37247,Paid,15434
P37248,B37248,Paid,17862
P37249,B37249,Paid,5616
P37250,B37250,Paid,12958
P37251,B37251,Refunded,0
P37252,B37252,Paid,6049
P37253,B37253,Paid,22292
P37254,B37254,Refunded,0
P37255,B37255,Paid,37188
P37256,B37256,Paid,25692
P37257,B37257,Paid,17289
P37258,B37258,Paid,8981
P37259,B37259,Paid,18930
P37260,B37260,Paid,8391
P37261,B37261,Refunded,0
P37262,B37262,Refunded,0
P37263,B37263,Paid,13418
P37264,B37264,Paid,33004
P37265,B37265,Paid,15998
P37266,B37266,Paid,25144
P37267,B37267,Paid,8628
P37268,B37268,Paid,39126
P37269,B37269,Paid,7294
P37270,B37270,Paid,29166
P37271,B37271,Paid,9512
P37272,B37272,Refunded,0
P37273,B37273,Paid,22618
P37274,B37274,Paid,18708
P37275,B37275,Refunded,0
P37276,B37276,Paid,21756
P37277,B37277,Paid,39291
P37278,B37278,Paid,10445
P37279,B37279,Paid,20486
P37280,B37280,Paid,24676
P37281,B37281,Paid,16134
P37282,B37282,Paid,21870
P37283,B37283,Paid,31364
P37284,B37284,Paid,20050
P37285,B37285,Paid,27729
P37286,B37286,Paid,6638
P37287,B37287,Paid,16826
P37288,B37288,Paid,10246
P37289,B37289,Paid,22140
P37290,B37290,Paid,5505
P37291,B37291,Paid,25152
P37292,B37292,Paid,11444
P37293,B37293,Paid,22428
P37294,B37294,Paid,18744
P37295,B37295,Paid,20954
P37296,B37296,Paid,6939
P37297,B37297,Paid,30789
P37298,B37298,Refunded,0
P37299,B37299,Paid,5869
P37300,B37300,Paid,10911
P37301,B37301,Paid,12164
P37302,B37302,Refunded,0
P37303,B37303,Paid,23068
P37304,B37304,Refunded,0
P37305,B37305,Paid,8652
P37306,B37306,Paid,17220
P37307,B37307,Paid,45248
P37308,B37308,Paid,6634
P37309,B37309,Paid,11082
P37310,B37310,Refunded,0
P37311,B37311,Paid,37748
P37312,B37312,Refunded,0
P37313,B37313,Paid,37992
P37314,B37314,Paid,8595
P37315,B37315,Paid,11860
P37316,B37316,Refunded,0
P37317,B37317,Refunded,0
P37318,B37318,Refunded,0
P37319,B37319,Paid,8776
P37320,B37320,Paid,28544
P37321,B37321,Paid,18507
P37322,B37322,Paid,10454
P37323,B37323,Paid,8121
P37324,B37324,Paid,10806
P37325,B37325,Paid,37852
P37326,B37326,Paid,22536
P37327,B37327,Paid,13266
P37328,B37328,Paid,5530
P37329,B37329,Paid,6841
P37330,B37330,Paid,17254
P37331,B37331,Paid,37314
P37332,B37332,Refunded,0
P37333,B37333,Paid,33087
P37334,B37334,Paid,9241
P37335,B37335,Refunded,0
P37336,B37336,Paid,26796
P37337,B37337,Paid,16124
P37338,B37338,Paid,24639
P37339,B37339,Paid,24220
P37340,B37340,Paid,11154
P37341,B37341,Paid,7512
P37342,B37342,Paid,27429
P37343,B37343,Paid,50644
P37344,B37344,Paid,7988
P37345,B37345,Refunded,0
P37346,B37346,Paid,9549
P37347,B37347,Paid,31236
P37348,B37348,Paid,34588
P37349,B37349,Paid,33996
P37350,B37350,Paid,19224
P37351,B37351,Paid,11751
P37352,B37352,Paid,17058
P37353,B37353,Paid,15014
P37354,B37354,Paid,27249
P37355,B37355,Refunded,0
P37356,B37356,Paid,11805
P37357,B37357,Paid,11898
P37358,B37358,Paid,26376
P37359,B37359,Paid,5910
P37360,B37360,Paid,7270
P37361,B37361,Paid,33045
P37362,B37362,Paid,21962
P37363,B37363,Paid,8912
P37364,B37364,Paid,32817
P37365,B37365,Paid,9206
P37366,B37366,Paid,9269
P37367,B37367,Paid,21387
P37368,B37368,Paid,30020
P37369,B37369,Refunded,0
P37370,B37370,Paid,12028
P37371,B37371,Paid,21675
P37372,B37372,Paid,8729
P37373,B37373,Paid,17283
P37374,B37374,Refunded,0
P37375,B37375,Paid,9355
P37376,B37376,Paid,43208
P37377,B37377,Paid,27628
P37378,B37378,Paid,11075
P37379,B37379,Paid,10188
P37380,B37380,Paid,24748
P37381,B37381,Paid,5821
P37382,B37382,Paid,24906
P37383,B37383,Paid,12122
P37384,B37384,Paid,19744
P37385,B37385,Paid,26307
P37386,B37386,Refunded,0
P37387,B37387,Paid,23766
P37388,B37388,Paid,43936
P37389,B37389,Paid,25012
P37390,B37390,Paid,31347
P37391,B37391,Paid,31659
P37392,B37392,Paid,11486
P37393,B37393,Paid,29001
P37394,B37394,Paid,40336
P37395,B37395,Paid,12570
P37396,B37396,Paid,11936
P37397,B37397,Paid,9361
P37398,B37398,Paid,11956
P37399,B37399,Paid,32820
P37400,B37400,Paid,6286
P37401,B37401,Paid,28868
P37402,B37402,Paid,31392
P37403,B37403,Paid,14880
P37404,B37404,Paid,50348
P37405,B37405,Paid,28419
P37406,B37406,Paid,34700
P37407,B37407,Paid,16314
P37408,B37408,Paid,18004
P37409,B37409,Paid,22496
P37410,B37410,Paid,9313
P37411,B37411,Refunded,0
P37412,B37412,Refunded,0
P37413,B37413,Refunded,0
P37414,B37414,Paid,8760
P37415,B37415,Paid,21460
P37416,B37416,Refunded,0
P37417,B37417,Paid,8709
P37418,B37418,Paid,12552
P37419,B37419,Paid,10628
P37420,B37420,Paid,22346
P37421,B37421,Paid,13644
P37422,B37422,Paid,13644
P37423,B37423,Paid,12903
P37424,B37424,Paid,16474
P37425,B37425,Paid,28983
P37426,B37426,Paid,21702
P37427,B37427,Paid,11200
P37428,B37428,Paid,30570
P37429,B37429,Paid,17514
P37430,B37430,Refunded,0
P37431,B37431,Paid,18912
P37432,B37432,Paid,25072
P37433,B37433,Paid,34047
P37434,B37434,Refunded,0
P37435,B37435,Paid,20506
P37436,B37436,Refunded,0
P37437,B37437,Paid,27936
P37438,B37438,Paid,29988
P37439,B37439,Paid,10318
P37440,B37440,Paid,6366
P37441,B37441,Paid,34908
P37442,B37442,Paid,10980
P37443,B37443,Paid,7959
P37444,B37444,Paid,19972
P37445,B37445,Paid,11944
P37446,B37446,Paid,33852
P37447,B37447,Paid,16392
P37448,B37448,Refunded,0
P37449,B37449,Paid,7824
P37450,B37450,Paid,15388
P37451,B37451,Paid,17409
P37452,B37452,Paid,20553
P37453,B37453,Paid,50324
P37454,B37454,Paid,24812
P37455,B37455,Paid,26412
P37456,B37456,Paid,24651
P37457,B37457,Paid,35172
P37458,B37458,Paid,52268
P37459,B37459,Paid,20942
P37460,B37460,Paid,11910
P37461,B37461,Paid,12232
P37462,B37462,Paid,24886
P37463,B37463,Paid,27087
P37464,B37464,Paid,20756
P37465,B37465,Paid,35348
P37466,B37466,Refunded,0
P37467,B37467,Paid,9468
P37468,B37468,Paid,18490
P37469,B37469,Refunded,0
P37470,B37470,Paid,32780
P37471,B37471,Paid,39108
P37472,B37472,Paid,5761
P37473,B37473,Paid,19842
P37474,B37474,Paid,10878
P37475,B37475,Paid,12228
P37476,B37476,Paid,12974
P37477,B37477,Paid,12758
P37478,B37478,Paid,33996
P37479,B37479,Paid,8835
P37480,B37480,Paid,5725
P37481,B37481,Paid,23196
P37482,B37482,Paid,18834
P37483,B37483,Paid,22614
P37484,B37484,Paid,31107
P37485,B37485,Paid,9970
P37486,B37486,Paid,20442
P37487,B37487,Paid,18186
P37488,B37488,Refunded,0
P37489,B37489,Paid,9541
P37490,B37490,Paid,14116
P37491,B37491,Refunded,0
P37492,B37492,Paid,28179
P37493,B37493,Paid,20090
P37494,B37494,Paid,23528
P37495,B37495,Paid,33990
P37496,B37496,Paid,11348
P37497,B37497,Refunded,0
P37498,B37498,Refunded,0
P37499,B37499,Paid,25732
P37500,B37500,Paid,13528
P37501,B37501,Paid,12927
P37502,B37502,Paid,18778
P37503,B37503,Paid,35703
P37504,B37504,Paid,23366
P37505,B37505,Paid,22032
P37506,B37506,Refunded,0
P37507,B37507,Paid,23804
P37508,B37508,Paid,9842
P37509,B37509,Paid,9115
P37510,B37510,Paid,29739
P37511,B37511,Paid,30261
P37512,B37512,Paid,34035
P37513,B37513,Paid,16308
P37514,B37514,Paid,8191
P37515,B37515,Paid,32724
P37516,B37516,Paid,13100
P37517,B37517,Paid,16160
P37518,B37518,Paid,13872
P37519,B37519,Refunded,0
P37520,B37520,Refunded,0
P37521,B37521,Paid,31887
P37522,B37522,Paid,20280
P37523,B37523,Paid,7936
P37524,B37524,Paid,9039
P37525,B37525,Paid,47224
P37526,B37526,Paid,6268
P37527,B37527,Refunded,0
P37528,B37528,Paid,16674
P37529,B37529,Paid,40124
P37530,B37530,Paid,24138
P37531,B37531,Refunded,0
P37532,B37532,Paid,34616
P37533,B37533,Paid,17358
P37534,B37534,Paid,15220
P37535,B37535,Paid,23596
P37536,B37536,Paid,34508
P37537,B37537,Paid,18411
P37538,B37538,Refunded,0
P37539,B37539,Paid,35792
P37540,B37540,Paid,19122
P37541,B37541,Paid,8990
P37542,B37542,Paid,35523
P37543,B37543,Paid,43452
P37544,B37544,Refunded,0
P37545,B37545,Paid,37854
P37546,B37546,Paid,17694
P37547,B37547,Paid,35476
P37548,B37548,Paid,13118
P37549,B37549,Paid,17834
P37550,B37550,Paid,8976
P37551,B37551,Paid,20394
P37552,B37552,Paid,13115
P37553,B37553,Paid,21900
P37554,B37554,Paid,6948
P37555,B37555,Paid,10326
P37556,B37556,Paid,10563
P37557,B37557,Paid,23972
P37558,B37558,Paid,18842
P37559,B37559,Paid,18810
P37560,B37560,Refunded,0
P37561,B37561,Paid,18996
P37562,B37562,Paid,28580
P37563,B37563,Paid,33636
P37564,B37564,Paid,37024
P37565,B37565,Paid,14154
P37566,B37566,Paid,51904
P37567,B37567,Paid,35160
P37568,B37568,Paid,16392
P37569,B37569,Paid,19980
P37570,B37570,Paid,21708
P37571,B37571,Paid,34416
P37572,B37572,Paid,11834
P37573,B37573,Paid,6042
P37574,B37574,Paid,24096
P37575,B37575,Paid,17667
P37576,B37576,Paid,13960
P37577,B37577,Paid,11048
P37578,B37578,Paid,11399
P37579,B37579,Refunded,0
P37580,B37580,Paid,36993
P37581,B37581,Paid,7833
P37582,B37582,Paid,27088
P37583,B37583,Paid,42860
P37584,B37584,Paid,36820
P37585,B37585,Paid,10060
P37586,B37586,Paid,10029
P37587,B37587,Refunded,0
P37588,B37588,Paid,14476
P37589,B37589,Paid,18272
P37590,B37590,Refunded,0
P37591,B37591,Paid,5628
P37592,B37592,Paid,21398
P37593,B37593,Paid,43984
P37594,B37594,Paid,37416
P37595,B37595,Paid,21744
P37596,B37596,Paid,33198
P37597,B37597,Paid,6735
P37598,B37598,Paid,26655
P37599,B37599,Refunded,0
P37600,B37600,Paid,20098
P37601,B37601,Refunded,0
P37602,B37602,Paid,26060
P37603,B37603,Paid,49064
P37604,B37604,Paid,12712
P37605,B37605,Refunded,0
P37606,B37606,Paid,24486
P37607,B37607,Paid,6594
P37608,B37608,Paid,27452
P37609,B37609,Paid,7334
P37610,B37610,Refunded,0
P37611,B37611,Refunded,0
P37612,B37612,Paid,24760
P37613,B37613,Paid,24752
P37614,B37614,Paid,9249
P37615,B37615,Paid,12172
P37616,B37616,Paid,17904
P37617,B37617,Paid,25776
P37618,B37618,Paid,31602
P37619,B37619,Paid,28533
P37620,B37620,Refunded,0
P37621,B37621,Paid,16473
P37622,B37622,Paid,7064
P37623,B37623,Refunded,0
P37624,B37624,Paid,12336
P37625,B37625,Paid,45820
P37626,B37626,Paid,39356
P37627,B37627,Paid,47432
P37628,B37628,Paid,31161
P37629,B37629,Paid,32784
P37630,B37630,Paid,20448
P37631,B37631,Paid,21766
P37632,B37632,Refunded,0
P37633,B37633,Paid,5943
P37634,B37634,Paid,10936
P37635,B37635,Paid,13662
P37636,B37636,Paid,27651
P37637,B37637,Paid,11001
P37638,B37638,Paid,21018
P37639,B37639,Paid,7287
P37640,B37640,Paid,26320
P37641,B37641,Refunded,0
P37642,B37642,Paid,6697
P37643,B37643,Paid,29877
P37644,B37644,Paid,19924
P37645,B37645,Refunded,0
P37646,B37646,Paid,27729
P37647,B37647,Paid,32418
P37648,B37648,Paid,5961
P37649,B37649,Paid,10315
P37650,B37650,Paid,7989
P37651,B37651,Paid,17091
P37652,B37652,Paid,43156
P37653,B37653,Paid,6803
P37654,B37654,Paid,19016
P37655,B37655,Paid,16587
P37656,B37656,Paid,37530
P37657,B37657,Refunded,0
P37658,B37658,Paid,21336
P37659,B37659,Paid,26082
P37660,B37660,Refunded,0
P37661,B37661,Paid,11824
P37662,B37662,Paid,18459
P37663,B37663,Paid,30024
P37664,B37664,Paid,50916
P37665,B37665,Paid,23244
P37666,B37666,Paid,6980
P37667,B37667,Paid,35544
P37668,B37668,Paid,6376
P37669,B37669,Paid,26682
P37670,B37670,Paid,22316
P37671,B37671,Paid,40784
P37672,B37672,Paid,17764
P37673,B37673,Refunded,0
P37674,B37674,Paid,38100
P37675,B37675,Refunded,0
P37676,B37676,Paid,49856
P37677,B37677,Paid,15038
P37678,B37678,Refunded,0
P37679,B37679,Paid,50520
P37680,B37680,Refunded,0
P37681,B37681,Paid,16722
P37682,B37682,Paid,8759
P37683,B37683,Paid,28924
P37684,B37684,Paid,18366
P37685,B37685,Paid,26238
P37686,B37686,Paid,27108
P37687,B37687,Paid,49728
P37688,B37688,Paid,10556
P37689,B37689,Paid,33678
P37690,B37690,Paid,37780
P37691,B37691,Refunded,0
P37692,B37692,Paid,9133
P37693,B37693,Paid,44776
P37694,B37694,Paid,9359
P37695,B37695,Paid,23640
P37696,B37696,Paid,12359
P37697,B37697,Paid,5830
P37698,B37698,Paid,36240
P37699,B37699,Paid,37464
P37700,B37700,Paid,20578
P37701,B37701,Paid,12899
P37702,B37702,Paid,6118
P37703,B37703,Paid,12338
P37704,B37704,Refunded,0
P37705,B37705,Paid,42752
P37706,B37706,Paid,28281
P37707,B37707,Paid,35496
P37708,B37708,Paid,20668
P37709,B37709,Paid,31245
P37710,B37710,Paid,18780
P37711,B37711,Paid,18009
P37712,B37712,Paid,21584
P37713,B37713,Paid,17818
P37714,B37714,Paid,33536
P37715,B37715,Refunded,0
P37716,B37716,Paid,11017
P37717,B37717,Paid,35704
P37718,B37718,Paid,52540
P37719,B37719,Paid,6926
P37720,B37720,Paid,32373
P37721,B37721,Paid,49492
P37722,B37722,Refunded,0
P37723,B37723,Paid,16206
P37724,B37724,Paid,34040
P37725,B37725,Paid,42044
P37726,B37726,Paid,12059
P37727,B37727,Paid,26292
P37728,B37728,Paid,30816
P37729,B37729,Paid,27028
P37730,B37730,Paid,39546
P37731,B37731,Paid,32049
P37732,B37732,Paid,18850
P37733,B37733,Paid,35420
P37734,B37734,Refunded,0
P37735,B37735,Refunded,0
P37736,B37736,Paid,10691
P37737,B37737,Paid,10647
P37738,B37738,Paid,25944
P37739,B37739,Paid,25244
P37740,B37740,Paid,38216
P37741,B37741,Paid,29037
P37742,B37742,Paid,33969
P37743,B37743,Paid,5997
P37744,B37744,Paid,19708
P37745,B37745,Paid,30627
P37746,B37746,Paid,29600
P37747,B37747,Paid,20853
P37748,B37748,Paid,19320
P37749,B37749,Paid,6686
P37750,B37750,Paid,11158
P37751,B37751,Paid,45576
P37752,B37752,Paid,5560
P37753,B37753,Refunded,0
P37754,B37754,Refunded,0
P37755,B37755,Paid,26793
P37756,B37756,Paid,8962
P37757,B37757,Paid,18770
P37758,B37758,Paid,12040
P37759,B37759,Paid,33057
P37760,B37760,Paid,7018
P37761,B37761,Refunded,0
P37762,B37762,Paid,8421
P37763,B37763,Paid,33848
P37764,B37764,Refunded,0
P37765,B37765,Paid,20118
P37766,B37766,Paid,32259
P37767,B37767,Paid,33176
P37768,B37768,Paid,36044
P37769,B37769,Paid,8545
P37770,B37770,Paid,9631
P37771,B37771,Paid,30582
P37772,B37772,Paid,8042
P37773,B37773,Paid,27318
P37774,B37774,Paid,14294
P37775,B37775,Paid,11864
P37776,B37776,Paid,8195
P37777,B37777,Paid,6514
P37778,B37778,Paid,37926
P37779,B37779,Paid,17118
P37780,B37780,Paid,43636
P37781,B37781,Paid,31752
P37782,B37782,Paid,7396
P37783,B37783,Paid,18657
P37784,B37784,Paid,21597
P37785,B37785,Paid,23176
P37786,B37786,Paid,36036
P37787,B37787,Paid,21936
P37788,B37788,Refunded,0
P37789,B37789,Paid,9333
P37790,B37790,Paid,7177
P37791,B37791,Paid,26176
P37792,B37792,Paid,9959
P37793,B37793,Paid,25344
P37794,B37794,Paid,9180
P37795,B37795,Refunded,0
P37796,B37796,Paid,39672
P37797,B37797,Paid,6052
P37798,B37798,Paid,31014
P37799,B37799,Refunded,0
P37800,B37800,Paid,11412
P37801,B37801,Paid,36440
P37802,B37802,Refunded,0
P37803,B37803,Paid,21579
P37804,B37804,Paid,15026
P37805,B37805,Paid,20262
P37806,B37806,Paid,13702
P37807,B37807,Paid,17685
P37808,B37808,Paid,46736
P37809,B37809,Paid,23182
P37810,B37810,Paid,9943
P37811,B37811,Paid,6820
P37812,B37812,Paid,25188
P37813,B37813,Paid,11117
P37814,B37814,Paid,42784
P37815,B37815,Refunded,0
P37816,B37816,Paid,32964
P37817,B37817,Paid,51372
P37818,B37818,Paid,26892
P37819,B37819,Paid,22686
P37820,B37820,Paid,5560
P37821,B37821,Paid,24312
P37822,B37822,Paid,33561
P37823,B37823,Paid,24040
P37824,B37824,Paid,52472
P37825,B37825,Paid,25755
P37826,B37826,Paid,38740
P37827,B37827,Paid,6614
P37828,B37828,Paid,22488
P37829,B37829,Paid,31503
P37830,B37830,Paid,45192
P37831,B37831,Paid,18710
P37832,B37832,Paid,12380
P37833,B37833,Paid,28164
P37834,B37834,Paid,32628
P37835,B37835,Paid,35292
P37836,B37836,Refunded,0
P37837,B37837,Paid,52772
P37838,B37838,Paid,8761
P37839,B37839,Paid,32370
P37840,B37840,Paid,31824
P37841,B37841,Paid,25534
P37842,B37842,Paid,7146
P37843,B37843,Paid,12092
P37844,B37844,Paid,31917
P37845,B37845,Paid,6495
P37846,B37846,Paid,22677
P37847,B37847,Refunded,0
P37848,B37848,Refunded,0
P37849,B37849,Paid,11120
P37850,B37850,Refunded,0
P37851,B37851,Paid,28086
P37852,B37852,Paid,11996
P37853,B37853,Paid,26325
P37854,B37854,Paid,43656
P37855,B37855,Paid,9648
P37856,B37856,Paid,18972
P37857,B37857,Paid,9793
P37858,B37858,Paid,7331
P37859,B37859,Paid,24400
P37860,B37860,Paid,15864
P37861,B37861,Paid,11726
P37862,B37862,Paid,38668
P37863,B37863,Paid,20270
P37864,B37864,Paid,27056
P37865,B37865,Paid,12830
P37866,B37866,Paid,12580
P37867,B37867,Paid,24648
P37868,B37868,Paid,34244
P37869,B37869,Paid,14918
